distance,Right_lat_irreg,right vert irreg,left lat irreg,left vert irreg
1646.526,-0.01355392,-0.002991239,0.004107146,-0.001643667
1646.706,-0.01290299,-0.003461835,0.00471039,-0.001204281
1646.886,-0.0122285,-0.003772474,0.005202124,-0.0006677
1647.067,-0.01154022,-0.003915471,0.005560832,-5.37E-05
1647.247,-0.01084756,-0.003884276,0.005765921,0.00061779
1647.427,-0.01015502,-0.003695757,0.00581692,0.001319627
1647.607,-0.009462926,-0.003389475,0.005732187,0.002018004
1647.788,-0.008771492,-0.003006051,0.005530809,0.002678768
1647.968,-0.008079465,-0.002584259,0.005237421,0.003273486
1648.149,-0.007382023,-0.00215827,0.004889064,0.003787066
1648.329,-0.006673772,-0.001761644,0.004524514,0.004206245
1648.51,-0.005949782,-0.001422921,0.004180886,0.004521156
1648.691,-0.005207099,-0.001139334,0.003884618,0.004742666
1648.871,-0.004443154,-0.00089623,0.003658082,0.004889358
1649.052,-0.003655653,-0.000678268,0.003522645,0.00497995
1649.232,-0.002846985,-0.000457073,0.003481896,0.005035229
1649.413,-0.002023397,-0.000192599,0.003523869,0.005077784
1649.593,-0.001191218,0.00015544,0.003636036,0.005130193
1649.773,-0.000358378,0.000618287,0.003799117,0.005207161
1649.954,0.00046323,0.001207941,0.003979788,0.005307123
1650.134,0.001261141,0.001933898,0.004142962,0.005426493
1650.314,0.002023581,0.002799747,0.004254463,0.005559433
1650.494,0.002741467,0.00377497,0.004284963,0.005687966
1650.675,0.003406281,0.004816735,0.004206701,0.005790027
1650.855,0.004009829,0.005881739,0.00399293,0.00584413
1651.036,0.004549935,0.006920261,0.003633844,0.005838772
1651.216,0.005029454,0.007876824,0.003133327,0.005770575
1651.397,0.005451418,0.008695594,0.002495748,0.005636494
1651.578,0.005821147,0.009333954,0.001736091,0.00544505
1651.759,0.006148925,0.009776779,0.000888886,0.005226505
1651.94,0.006445684,0.01001228,-9.28E-06,0.005013468
1652.121,0.006721696,0.01003556,-0.000921081,0.004839022
1652.302,0.006984244,0.009876468,-0.001805292,0.00473881
1652.483,0.007239769,0.009575685,-0.00261964,0.004749174
1652.664,0.007494231,0.009173967,-0.003323076,0.004904795
1652.845,0.00774686,0.008714099,-0.003889971,0.005217676
1653.025,0.007991859,0.008240325,-0.004305838,0.005682716
1653.206,0.008223307,0.007796585,-0.004556609,0.00629423
1653.386,0.008433099,0.007411984,-0.004641811,0.007031786
1653.566,0.008609043,0.007090205,-0.004585174,0.007847801
1653.747,0.008738521,0.006832404,-0.004412995,0.008691651
1653.927,0.008809983,0.006634328,-0.004154044,0.009512903
1654.108,0.008816538,0.006467647,-0.003848212,0.01026272
1654.288,0.008752559,0.006297278,-0.003538698,0.01089263
1654.469,0.008613065,0.00608857,-0.003267757,0.01135592
1654.65,0.008401678,0.005813462,-0.003062974,0.01163201
1654.83,0.008128017,0.005448454,-0.002941303,0.01171922
1655.011,0.007801901,0.004970326,-0.002919226,0.01161648
1655.192,0.007436713,0.00437173,-0.002996256,0.01133578
1655.373,0.007051273,0.003670579,-0.003144247,0.0109103
1655.553,0.006664848,0.002887024,-0.003332571,0.01037509
1655.734,0.006295779,0.002045149,-0.003527392,0.009762817
1655.915,0.005958498,0.001184338,-0.003681554,0.009096746
1656.095,0.005666362,0.000347588,-0.003744576,0.008397807
1656.276,0.005431796,-0.000423477,-0.003667697,0.007684961
1656.456,0.005257384,-0.001100765,-0.003420876,0.006955597
1656.636,0.005139606,-0.001664462,-0.002985982,0.006193678
1656.817,0.005074745,-0.002095241,-0.002345464,0.00538293
1656.997,0.005053588,-0.002389834,-0.001504353,0.004506085
1657.177,0.005058787,-0.002568458,-0.000501511,0.003544408
1657.357,0.005072337,-0.002653209,0.000621401,0.00247901
1657.538,0.005076226,-0.002669077,0.001816667,0.001299341
1657.718,0.00505244,-0.002651958,0.003015589,2.47E-05
1657.898,0.004982928,-0.002640374,0.004145006,-0.001318853
1658.079,0.004850492,-0.00267175,0.005133325,-0.002703236
1658.259,0.004647333,-0.002771081,0.005925193,-0.004078063
1658.44,0.00437127,-0.002955892,0.006475365,-0.005380788
1658.62,0.004020371,-0.003243363,0.006739466,-0.006549221
1658.801,0.003601054,-0.003638203,0.006697662,-0.007532443
1658.982,0.003131253,-0.004127757,0.006363908,-0.008294442
1659.162,0.00262973,-0.004698097,0.005754661,-0.008800386
1659.343,0.002116964,-0.005333101,0.004893818,-0.009029705
1659.523,0.001619244,-0.006009216,0.003833022,-0.009011154
1659.704,0.00116406,-0.006701346,0.002630395,-0.008784294
1659.884,0.000778042,-0.007385,0.001343669,-0.008391257
1660.064,0.000479939,-0.008041155,2.71E-05,-0.007900193
1660.245,0.000284152,-0.008653777,-0.001266108,-0.007394854
1660.425,0.000204724,-0.009206975,-0.002482941,-0.006959333
1660.605,0.000244303,-0.009688447,-0.00358396,-0.006661806
1660.786,0.000390613,-0.0100905,-0.004549891,-0.006547805
1660.966,0.000630368,-0.01040575,-0.005362941,-0.006661364
1661.146,0.000946218,-0.01062641,-0.006010514,-0.007028537
1661.326,0.001307571,-0.01074344,-0.006499419,-0.007614946
1661.507,0.001681154,-0.01074751,-0.00684086,-0.008373735
1661.687,0.002034173,-0.01062928,-0.007046282,-0.009254774
1661.867,0.002338068,-0.01037914,-0.007129817,-0.01017908
1662.047,0.002566534,-0.009987324,-0.007107084,-0.01105332
1662.227,0.002693666,-0.009444259,-0.006993556,-0.01178517
1662.408,0.002706423,-0.008746516,-0.006801913,-0.01230131
1662.588,0.002607959,-0.007898513,-0.006541494,-0.01255118
1662.768,0.002402458,-0.006905163,-0.006221399,-0.0124858
1662.948,0.002099616,-0.005776091,-0.005850575,-0.0120744
1663.128,0.001726756,-0.004536513,-0.005438311,-0.01134337
1663.308,0.00131475,-0.003214896,-0.004994144,-0.01033052
1663.489,0.000894222,-0.001840506,-0.004527872,-0.009076817
1663.669,0.000493244,-0.000449642,-0.004052029,-0.007652051
1663.85,0.000138751,0.000917267,-0.003580896,-0.006142109
1664.031,-0.000142723,0.00221988,-0.003128797,-0.004633233
1664.211,-0.000339313,0.003423012,-0.002707685,-0.003200353
1664.392,-0.000456982,0.004497757,-0.002326305,-0.001903373
1664.573,-0.000502789,0.005415532,-0.001993235,-0.000801519
1664.754,-0.000490817,0.006153327,-0.001713174,5.97E-05
1664.935,-0.000455517,0.006705075,-0.001478695,0.000677648
1665.116,-0.000435031,0.007067964,-0.001279996,0.001058303
1665.297,-0.000467013,0.007240869,-0.001106326,0.001210509
1665.478,-0.000585229,0.007235671,-0.000939518,0.001166623
1665.659,-0.000821638,0.007070237,-0.000757967,0.000969829
1665.84,-0.001207371,0.006762597,-0.000540313,0.000663093
1666.021,-0.001753945,0.006334241,-0.000270446,0.000284425
1666.202,-0.002452259,0.005810256,6.22E-05,-0.00013334
1666.383,-0.003292197,0.005215863,0.000467874,-0.000557711
1666.563,-0.004253573,0.004575829,0.000950278,-0.000963349
1666.744,-0.005291136,0.003913895,0.001496704,-0.001342198
1666.924,-0.006355926,0.003253593,0.002091919,-0.001688805
1667.105,-0.007399327,0.002617759,0.002719414,-0.001998763
1667.285,-0.008374087,0.002025166,0.003354097,-0.002274285
1667.466,-0.00923352,0.001492967,0.003967398,-0.002520184
1667.646,-0.009932017,0.001037974,0.004531059,-0.002741101
1667.826,-0.01044446,0.000670979,0.005023452,-0.002938057
1668.006,-0.01076534,0.000397066,0.00542931,-0.003108636
1668.187,-0.01088996,0.00022109,0.005733659,-0.003250277
1668.367,-0.01082521,0.000143286,0.00592874,-0.003358593
1668.547,-0.01060497,0.00015317,0.00602325,-0.003425065
1668.728,-0.01026699,0.00023872,0.006028142,-0.003440604
1668.908,-0.009849474,0.000386785,0.005955516,-0.003396325
1669.088,-0.009393476,0.00057727,0.005824522,-0.00328457
1669.269,-0.008941168,0.00078742,0.005656932,-0.003098137
1669.449,-0.008533947,0.000994601,0.005474165,-0.002829911
1669.63,-0.008196605,0.001179264,0.005290644,-0.002474295
1669.81,-0.007938579,0.001324717,0.005114428,-0.002027078
1669.991,-0.007768702,0.001414372,0.004953305,-0.001484106
1670.171,-0.007685876,0.001437149,0.004809286,-0.000841819
1670.352,-0.007667185,0.001394098,0.004671693,-9.80E-05
1670.533,-0.007686813,0.001287873,0.004528167,0.000749368
1670.713,-0.007718656,0.001122844,0.004366221,0.001701061
1670.894,-0.007735102,0.000912996,0.004172643,0.002750347
1671.075,-0.007708038,0.000675663,0.003933953,0.003887707
1671.255,-0.007610178,0.000428108,0.003637183,0.00510312
1671.436,-0.007428035,0.000186449,0.00327991,0.006374794
1671.616,-0.007159773,-3.41E-05,0.002869312,0.007669787
1671.797,-0.00680399,-0.000218584,0.002412977,0.008954595
1671.977,-0.006366121,-0.000355465,0.001924304,0.01019149
1672.158,-0.005865271,-0.000440698,0.001429187,0.01133349
1672.338,-0.005322186,-0.000471045,0.000955263,0.01233219
1672.518,-0.004756725,-0.000443976,0.000529559,0.01314139
1672.699,-0.004184302,-0.000360649,0.000175052,0.01372853
1672.879,-0.00361893,-0.000223407,-8.67E-05,0.01406581
1673.06,-0.003073759,-3.44E-05,-0.00023513,0.01412699
1673.24,-0.002548351,0.000206256,-0.000266099,0.01391235
1673.421,-0.002031546,0.0005005,-0.000188936,0.01344371
1673.601,-0.001511859,0.00085011,-1.34E-05,0.01274349
1673.782,-0.000973958,0.001257098,0.0002417,0.01184597
1673.962,-0.000395503,0.001723737,0.000540939,0.01080726
1674.142,0.000246572,0.002252303,0.000847244,0.009685414
1674.323,0.000972589,0.002843152,0.00112428,0.008536098
1674.503,0.001789471,0.003487169,0.001338372,0.007405418
1674.683,0.002700071,0.004172354,0.001456632,0.006336806
1674.864,0.003705973,0.00488602,0.00144768,0.005371451
1675.044,0.004789806,0.005604882,0.001298855,0.004523302
1675.224,0.005919849,0.006297576,0.001010774,0.003787617
1675.405,0.00706395,0.006932481,0.000584491,0.003159092
1675.586,0.008184924,0.007476983,3.31E-05,0.00262147
1675.766,0.009236974,0.007896912,-0.000609826,0.002140425
1675.947,0.01017338,0.008157901,-0.001308714,0.001679877
1676.127,0.01095097,0.008229085,-0.002026922,0.001206573
1676.308,0.011543,0.008095478,-0.002723977,0.000699321
1676.489,0.01192744,0.007746505,-0.003358437,0.000140049
1676.67,0.01208421,0.007173086,-0.00389005,-0.000487232
1676.85,0.01201862,0.006385097,-0.004293798,-0.001174366
1677.031,0.01175346,0.005405108,-0.004554946,-0.001897786
1677.212,0.01131192,0.00425595,-0.0046592,-0.002633608
1677.392,0.01072703,0.002967029,-0.004605053,-0.003352894
1677.573,0.0100473,0.001577859,-0.004410314,-0.004019251
1677.753,0.009322724,0.000129009,-0.004094366,-0.004595783
1677.934,0.008600764,-0.001340092,-0.003678696,-0.005051253
1678.114,0.007919487,-0.002793854,-0.003193143,-0.005375193
1678.294,0.007314549,-0.004197689,-0.002669539,-0.005561993
1678.474,0.00681939,-0.005517927,-0.002138855,-0.005608084
1678.655,0.006443561,-0.006729817,-0.00162395,-0.005531687
1678.835,0.006181623,-0.007813997,-0.001143009,-0.005364295
1679.015,0.006027706,-0.008751277,-0.000714027,-0.005137605
1679.195,0.005963773,-0.009526826,-0.000346913,-0.004882822
1679.375,0.005953433,-0.01013217,-3.98E-05,-0.00463042
1679.555,0.005958786,-0.01055929,0.000210256,-0.004410873
1679.735,0.005942477,-0.01080192,0.000407224,-0.004247979
1679.915,0.005869234,-0.01086048,0.000560065,-0.004140624
1680.095,0.005704246,-0.01073693,0.000678857,-0.004081925
1680.275,0.005414398,-0.01043411,0.000773147,-0.004063534
1680.456,0.004986081,-0.009964788,0.000847059,-0.004062124
1680.636,0.004417955,-0.009348045,0.000901553,-0.004045629
1680.816,0.003709068,-0.0086032,0.000937458,-0.003982146
1680.997,0.002871539,-0.007756545,0.000951638,-0.003847957
1681.178,0.001935858,-0.006843732,0.000935404,-0.003630941
1681.359,0.000937298,-0.00590443,0.000879751,-0.003320002
1681.54,-8.91E-05,-0.004976552,0.000776068,-0.002911344
1681.72,-0.001103523,-0.004097368,0.000617559,-0.002430436
1681.901,-0.002064955,-0.003304098,0.000397824,-0.001909686
1682.083,-0.002933707,-0.002632169,0.000111169,-0.001382559
1682.264,-0.003684005,-0.002098681,-0.000239935,-0.000891667
1682.445,-0.004297749,-0.001710516,-0.000648058,-0.00048513
1682.626,-0.004757327,-0.001473935,-0.001105639,-0.000210948
1682.807,-0.005057899,-0.00137867,-0.00160067,-0.000102716
1682.988,-0.005211371,-0.001393051,-0.002115119,-0.000173267
1683.169,-0.005230775,-0.001484059,-0.002630448,-0.000433934
1683.349,-0.00513179,-0.001616047,-0.003128083,-0.000885321
1683.53,-0.004938239,-0.001745121,-0.003590497,-0.001491287
1683.711,-0.004675417,-0.001825954,-0.004000637,-0.002207901
1683.891,-0.004367631,-0.001815443,-0.004342185,-0.002990031
1684.071,-0.004031916,-0.001687552,-0.004605365,-0.00378131
1684.252,-0.003681801,-0.001424661,-0.004784032,-0.004519624
1684.432,-0.003330478,-0.001009837,-0.004872238,-0.005143483
1684.612,-0.002982578,-0.000444682,-0.004868441,-0.005605037
1684.792,-0.002632936,0.000247117,-0.004776604,-0.005873184
1684.972,-0.002275852,0.001040533,-0.00460102,-0.005917922
1685.152,-0.001904224,0.001906374,-0.004347035,-0.005719287
1685.333,-0.00150706,0.002802901,-0.004023556,-0.005288837
1685.513,-0.001072704,0.003685973,-0.003640214,-0.004644294
1685.693,-0.000590463,0.004512956,-0.003206249,-0.00380407
1685.873,-5.88E-05,0.005251348,-0.002733389,-0.002804583
1686.053,0.000521716,0.00587671,-0.002232848,-0.001688104
1686.233,0.001149505,0.006363959,-0.001716212,-0.000497636
1686.413,0.001814312,0.006702182,-0.001195079,0.000725636
1686.594,0.002496221,0.006897321,-0.000680987,0.001942892
1686.774,0.003174846,0.006956211,-0.000185484,0.003115399
1686.954,0.003827975,0.006889158,0.000280685,0.004207954
1687.134,0.004428666,0.00671649,0.000709134,0.005195705
1687.315,0.004948832,0.006460414,0.00109155,0.006054809
1687.495,0.005361423,0.006142446,0.001420258,0.006762722
1687.675,0.005646578,0.005778415,0.00169185,0.007305417
1687.856,0.005787682,0.005381655,0.001904741,0.007672506
1688.036,0.005768628,0.004965223,0.00205755,0.007854176
1688.217,0.005583363,0.004535985,0.002151763,0.007849117
1688.397,0.005236872,0.004094182,0.00219186,0.007664734
1688.578,0.00473479,0.00363978,0.002182449,0.007308801
1688.759,0.004087353,0.00317316,0.002128555,0.006795969
1688.939,0.003316849,0.002695802,0.002036197,0.00615675
1689.12,0.002447493,0.002209336,0.001911505,0.005423809
1689.3,0.001504065,0.001716506,0.001760522,0.004631379
1689.481,0.000514837,0.001227549,0.001588815,0.003823354
1689.661,-0.000490581,0.000755837,0.001401734,0.003046932
1689.842,-0.001482889,0.000314713,0.001204657,0.002348653
1690.022,-0.00243658,-8.19E-05,0.001003605,0.001765613
1690.203,-0.003332016,-0.000420446,0.000805238,0.001326722
1690.384,-0.004144855,-0.000685319,0.000616522,0.001060766
1690.564,-0.004860269,-0.000868047,0.000444449,0.000982258
1690.745,-0.005472765,-0.000971631,0.000297803,0.001078047
1690.926,-0.005978805,-0.001000885,0.000185626,0.001331367
1691.106,-0.006375993,-0.000962759,0.000116586,0.001721847
1691.287,-0.006672336,-0.000878399,9.72E-05,0.002205801
1691.468,-0.006879749,-0.000774498,0.000133104,0.002730622
1691.648,-0.007010261,-0.000677829,0.000230032,0.003243358
1691.829,-0.00707821,-0.000615082,0.000387647,0.00369325
1692.01,-0.007100025,-0.000612906,0.000599946,0.004032422
1692.191,-0.00709226,-0.000697912,0.000860688,0.004213118
1692.372,-0.007068418,-0.000888611,0.001160545,0.004199716
1692.553,-0.007035373,-0.001186123,0.001483432,0.003984798
1692.734,-0.006999128,-0.001589338,0.001812315,0.00356491
1692.915,-0.006963699,-0.002093225,0.002130495,0.00294148
1693.095,-0.00692224,-0.002671684,0.002423761,0.00214385
1693.276,-0.00686423,-0.003291659,0.002678938,0.001211302
1693.457,-0.006779028,-0.00391996,0.002883351,0.000183308
1693.637,-0.006653531,-0.004520004,0.003032988,-0.000896699
1693.817,-0.006472638,-0.005052524,0.003131386,-0.001982094
1693.997,-0.006221288,-0.005478438,0.003182352,-0.003026314
1694.177,-0.005889467,-0.005766933,0.003193287,-0.003990132
1694.357,-0.005477072,-0.005902877,0.003178923,-0.004848599
1694.537,-0.004985152,-0.005872953,0.003154872,-0.005578433
1694.717,-0.004417685,-0.005668423,0.003135825,-0.00615972
1694.897,-0.003794427,-0.005304249,0.003131659,-0.006590077
1695.077,-0.003140396,-0.004803073,0.00315066,-0.006872808
1695.257,-0.002480863,-0.004188138,0.003200544,-0.007011621
1695.437,-0.001843793,-0.003491319,0.003279568,-0.007016668
1695.617,-0.001259756,-0.002752019,0.003378165,-0.006903316
1695.797,-0.000758366,-0.002008576,0.003486422,-0.006687327
1695.977,-0.000361702,-0.001295273,0.00359252,-0.006385152
1696.157,-7.56E-05,-0.000637226,0.00368084,-0.006014554
1696.338,9.59E-05,-5.86E-05,0.003735304,-0.005593445
1696.518,0.000153787,0.000420529,0.003741722,-0.005139907
1696.698,0.000124263,0.00080114,0.003695403,-0.004672605
1696.879,4.15E-05,0.001091185,0.0035946,-0.004210411
1697.06,-5.99E-05,0.001299307,0.003438186,-0.003772133
1697.24,-0.000140669,0.001444748,0.003233986,-0.003375165
1697.421,-0.000157694,0.001555088,0.002996566,-0.00303582
1697.601,-6.80E-05,0.001658086,0.002740664,-0.002770337
1697.781,0.000159257,0.001778849,0.002479419,-0.002590694
1697.962,0.000532429,0.00193761,0.002223133,-0.00250142
1698.142,0.001057418,0.002154049,0.0019818,-0.002506293
1698.323,0.001732752,0.002444182,0.001762101,-0.002606523
1698.503,0.002521877,0.002806603,0.00155629,-0.002792137
1698.683,0.003377721,0.003234703,0.001352693,-0.003050146
1698.864,0.004252629,0.003721109,0.001139266,-0.003367259
1699.044,0.005090383,0.004247522,0.000899258,-0.003726413
1699.225,0.005828132,0.004787423,0.000612779,-0.004108058
1699.405,0.006402922,0.005314062,0.000260053,-0.004492672
1699.586,0.006766725,0.00580161,-0.000170085,-0.004863498
1699.767,0.006897506,0.006225912,-0.000675417,-0.005207999
1699.947,0.006775749,0.006562928,-0.001252563,-0.005514002
1700.128,0.006392237,0.006791701,-0.00189254,-0.005770681
1700.309,0.005782836,0.006905069,-0.002564474,-0.005972332
1700.49,0.004995746,0.006899664,-0.003232162,-0.00611448
1700.671,0.004080579,0.006772986,-0.003859333,-0.006192435
1700.852,0.003102918,0.006532968,-0.004408988,-0.006199175
1701.033,0.0021386,0.006194403,-0.004843725,-0.006126262
1701.214,0.00126328,0.005772055,-0.005126538,-0.005965283
1701.395,0.000537801,0.00528081,-0.005236469,-0.005705506
1701.576,2.13E-06,0.004737503,-0.005175861,-0.005333254
1701.757,-0.000307222,0.004158625,-0.004948822,-0.004833756
1701.938,-0.000367051,0.003558527,-0.004566413,-0.004193882
1702.119,-0.000201412,0.0029438,-0.004069178,-0.003408777
1702.3,0.000155234,0.002319148,-0.003505124,-0.002476037
1702.48,0.000666453,0.001689121,-0.002922276,-0.001394877
1702.661,0.001274327,0.001054486,-0.002368676,-0.000182388
1702.842,0.001908186,0.000414197,-0.001892454,0.001133305
1703.023,0.002497498,-0.000232769,-0.001541603,0.002523794
1703.204,0.002983311,-0.000884446,-0.001346754,0.003952931
1703.384,0.003321692,-0.001534587,-0.001312548,0.005370925
1703.565,0.003469483,-0.002176283,-0.001441444,0.006725443
1703.746,0.003396321,-0.002800086,-0.001727282,0.007966382
1703.927,0.003112859,-0.003388786,-0.002132585,0.009054736
1704.107,0.00263804,-0.00392366,-0.002612581,0.009954209
1704.288,0.001993721,-0.004386137,-0.003122474,0.01063067
1704.468,0.001224643,-0.004759658,-0.00361704,0.01107563
1704.649,0.000387604,-0.005028233,-0.004050637,0.0112962
1704.829,-0.000461057,-0.005176179,-0.004377866,0.0113005
1705.009,-0.00127007,-0.005197143,-0.004570824,0.01111056
1705.19,-0.001994059,-0.005096331,-0.004624835,0.01076648
1705.37,-0.002588097,-0.004879748,-0.004536829,0.01030942
1705.551,-0.003016688,-0.004558802,-0.004311,0.009779
1705.731,-0.00327175,-0.00416115,-0.003975679,0.009210397
1705.912,-0.003350238,-0.003717553,-0.003564067,0.008637792
1706.092,-0.003251589,-0.003259073,-0.003109107,0.008093269
1706.273,-0.002994979,-0.002818908,-0.002642041,0.007590406
1706.453,-0.002609015,-0.002431206,-0.002193321,0.007133103
1706.634,-0.002122557,-0.002129947,-0.001793077,0.00672498
1706.815,-0.001565532,-0.001938237,-0.001458883,0.006362331
1706.995,-0.000968448,-0.001866627,-0.001193081,0.006032677
1707.175,-0.000362536,-0.001924803,-0.00099701,0.005722675
1707.355,0.000226041,-0.002114562,-0.000868646,0.005422403
1707.535,0.000783639,-0.002418066,-0.000792954,0.005127803
1707.715,0.001297117,-0.002813899,-0.000752713,0.004836104
1707.895,0.001755004,-0.003279974,-0.000731365,0.004546245
1708.075,0.002155062,-0.003786522,-0.000717154,0.004265829
1708.255,0.002499253,-0.004299967,-0.000700601,0.004006194
1708.435,0.002789867,-0.004787148,-0.000672547,0.003778634
1708.615,0.003031347,-0.005222104,-0.000630597,0.003591091
1708.795,0.003230276,-0.005586477,-0.000579522,0.003447982
1708.975,0.003393346,-0.00586232,-0.000524438,0.003353547
1709.155,0.003526668,-0.006037343,-0.000470105,0.003307004
1709.335,0.003634667,-0.006114678,-0.000420414,0.003295028
1709.515,0.003721474,-0.006100108,-0.000379128,0.003302392
1709.695,0.003790908,-0.006000177,-0.00034878,0.003313643
1709.875,0.003844272,-0.005826793,-0.000323721,0.003311793
1710.056,0.003881711,-0.005594323,-0.000294977,0.003279215
1710.236,0.003903304,-0.005316966,-0.000253508,0.003198752
1710.416,0.003907333,-0.005003959,-0.000189184,0.003063734
1710.597,0.003890101,-0.004659107,-9.08E-05,0.002877566
1710.777,0.003847795,-0.004285963,5.28E-05,0.002644076
1710.958,0.003776144,-0.00388538,0.000248591,0.002371638
1711.138,0.003669668,-0.003450851,0.000493976,0.002078794
1711.319,0.003522679,-0.002974623,0.000785025,0.001785445
1711.5,0.003329859,-0.002449492,0.001116329,0.00150975
1711.68,0.003088505,-0.001872193,0.001473591,0.001259897
1711.861,0.002797017,-0.001241129,0.001839222,0.001040485
1712.042,0.002453996,-0.000555097,0.002195863,0.00085526
1712.223,0.002062753,0.000178392,0.002529596,0.000692827
1712.404,0.001631332,0.000943076,0.002829284,0.000528549
1712.587,0.001165373,0.001726562,0.003083116,0.000338058
1712.769,0.000677248,0.002506461,0.003286554,9.63E-05
1712.951,0.000185313,0.003255034,0.003447144,-0.000223544
1713.132,-0.000296308,0.003951854,0.003572714,-0.000647874
1713.314,-0.000753764,0.004577951,0.00367185,-0.001197234
1713.495,-0.0011753,0.00512532,0.003758306,-0.001865279
1713.676,-0.001550234,0.005590288,0.003847576,-0.002636421
1713.857,-0.001868286,0.005969962,0.003954664,-0.003493801
1714.038,-0.002126539,0.006275064,0.004086487,-0.004399252
1714.219,-0.002328028,0.006527271,0.004243261,-0.005297522
1714.4,-0.002476056,0.006748551,0.004424973,-0.006133027
1714.581,-0.002577093,0.006960774,0.004625414,-0.006853785
1714.761,-0.002643286,0.007185464,0.004826216,-0.007415689
1714.942,-0.002687359,0.007444034,0.005007655,-0.007775795
1715.122,-0.002721544,0.00775324,0.005150191,-0.007899088
1715.302,-0.002755904,0.0081079,0.005234602,-0.007790792
1715.483,-0.002799843,0.00849632,0.005241653,-0.00746913
1715.663,-0.002862367,0.00890565,0.005152796,-0.006953908
1715.843,-0.002947053,0.009305152,0.004961117,-0.00629107
1716.023,-0.003053435,0.009650631,0.004669254,-0.005548416
1716.203,-0.00318094,0.009897546,0.00428019,-0.00479471
1716.384,-0.003327396,0.01000418,0.003803909,-0.004095219
1716.564,-0.003487841,0.009933867,0.003263865,-0.003507841
1716.745,-0.003657061,0.009650175,0.002685106,-0.003089892
1716.925,-0.003830068,0.009124462,0.002093329,-0.002891023
1717.106,-0.004003582,0.008363441,0.001515036,-0.002920788
1717.286,-0.0041749,0.007383539,0.000976493,-0.003176376
1717.467,-0.004341387,0.00620276,0.000503304,-0.00365333
1717.647,-0.00450039,0.004867861,0.000111678,-0.004322065
1717.828,-0.004649413,0.00344496,-0.000189479,-0.00513497
1718.008,-0.004785969,0.002000244,-0.000391601,-0.006044136
1718.188,-0.004905121,0.000597835,-0.000492676,-0.007003968
1718.369,-0.004997887,-0.000701163,-0.000501429,-0.00797261
1718.549,-0.005054937,-0.00183613,-0.000427548,-0.008908669
1718.729,-0.005066441,-0.002755718,-0.00028191,-0.009775785
1718.908,-0.005020305,-0.003446462,-8.04E-05,-0.01055804
1719.088,-0.004903841,-0.003904538,0.00015996,-0.01124464
1719.268,-0.004704976,-0.004128595,0.000422033,-0.01182538
1719.448,-0.004419299,-0.00414728,0.000689504,-0.01229561
1719.628,-0.004047735,-0.004009552,0.000946432,-0.0126542
1719.808,-0.003591427,-0.003764852,0.001176937,-0.01289995
1719.988,-0.003060461,-0.003462342,0.001366825,-0.01302614
1720.168,-0.002479651,-0.003150668,0.001504491,-0.01301776
1720.349,-0.001875229,-0.00287857,0.001578564,-0.0128591
1720.529,-0.001275196,-0.002687379,0.001579024,-0.01253433
1720.71,-0.000713877,-0.002586253,0.001501096,-0.01202734
1720.89,-0.000227014,-0.002575792,0.001341285,-0.01132198
1721.071,0.00015079,-0.002654815,0.001096667,-0.01040387
1721.251,0.000399332,-0.002800877,0.000770785,-0.009279062
1721.432,0.000508081,-0.002977633,0.000371337,-0.007966794
1721.612,0.000466955,-0.003148662,-9.39E-05,-0.006486758
1721.792,0.000281501,-0.003283459,-0.000614174,-0.00487356
1721.973,-1.86E-05,-0.003360516,-0.00117433,-0.003185422
1722.153,-0.000401561,-0.003359079,-0.001758597,-0.001482823
1722.334,-0.000832791,-0.00326614,-0.002351787,0.00017438
1722.514,-0.001265739,-0.003099173,-0.002940854,0.00172892
1722.695,-0.001650748,-0.002883154,-0.003513329,0.003124196
1722.876,-0.00193923,-0.002644249,-0.00405729,0.004306169
1723.056,-0.002099505,-0.002418455,-0.004566455,0.00525081
1723.237,-0.002110712,-0.002247042,-0.005039399,0.005955661
1723.418,-0.001951925,-0.002171458,-0.005474621,0.006418641
1723.599,-0.001621591,-0.002218493,-0.00587253,0.00665808
1723.78,-0.001145607,-0.002393873,-0.006236601,0.006721589
1723.961,-0.000552547,-0.002701614,-0.006571114,0.006658882
1724.143,0.00012426,-0.003135281,-0.006878816,0.006518644
1724.324,0.000837255,-0.00365402,-0.007157604,0.006347815
1724.505,0.001536281,-0.004209943,-0.007404218,0.006192937
1724.686,0.002173238,-0.004755074,-0.007614844,0.006097843
1724.866,0.002716578,-0.005238841,-0.00778022,0.006078893
1725.047,0.003143775,-0.005609637,-0.00788775,0.006136497
1725.227,0.003433068,-0.005816733,-0.007924761,0.006270571
1725.407,0.003581556,-0.005830664,-0.007880233,0.006467421
1725.588,0.00360946,-0.005648023,-0.007745453,0.006694134
1725.768,0.003538394,-0.005267022,-0.007511884,0.006916205
1725.948,0.00339298,-0.004696467,-0.007174352,0.00710192
1726.129,0.003207212,-0.003978057,-0.006739445,0.007229687
1726.309,0.003016966,-0.003159952,-0.006216313,0.007280136
1726.49,0.002856174,-0.00229033,-0.005614996,0.007236554
1726.67,0.002741969,-0.001416692,-0.004953389,0.007108092
1726.851,0.002683166,-0.000586237,-0.004253457,0.006918299
1727.032,0.002688047,0.00015427,-0.003537067,0.006691035
1727.212,0.002749681,0.000777206,-0.002823357,0.006457904
1727.393,0.00284345,0.001277948,-0.002127752,0.006260563
