distance,Right_lat_irreg,right vert irreg,left lat irreg,left vert irreg
44.77121,-0.000153335,0.000143576,-9.87E-06,-0.000332821
44.95171,-0.000145256,0.000125417,-2.65E-05,-0.000328833
45.13221,-0.000134629,0.000106859,-4.26E-05,-0.000320782
45.31271,-0.000122584,8.84E-05,-5.66E-05,-0.000309709
45.4932,-0.000110308,7.07E-05,-6.76E-05,-0.000296643
45.6737,-9.91E-05,5.43E-05,-7.49E-05,-0.000282622
45.85419,-9.02E-05,3.99E-05,-7.79E-05,-0.000268758
46.03469,-8.46E-05,2.79E-05,-7.65E-05,-0.000255752
46.21518,-8.27E-05,1.86E-05,-7.13E-05,-0.000243512
46.39568,-8.46E-05,1.19E-05,-6.31E-05,-0.000231858
46.57617,-9.05E-05,7.80E-06,-5.28E-05,-0.000220446
46.75667,-9.94E-05,5.78E-06,-4.15E-05,-0.000208264
46.93717,-0.000110321,5.07E-06,-3.03E-05,-0.00019406
47.11767,-0.000122062,4.88E-06,-2.02E-05,-0.000176537
47.29817,-0.000133453,4.41E-06,-1.18E-05,-0.000154773
47.47868,-0.000143302,2.80E-06,-5.00E-06,-0.000128108
47.65918,-0.00015035,-8.40E-07,3.63E-07,-9.59E-05
47.83969,-0.000153782,-7.15E-06,4.70E-06,-5.80E-05
48.0202,-0.000153565,-1.63E-05,9.06E-06,-1.54E-05
48.20071,-0.000149744,-2.85E-05,1.46E-05,3.06E-05
48.38122,-0.000142551,-4.38E-05,2.24E-05,7.87E-05
48.56173,-0.000132934,-6.18E-05,3.30E-05,0.000127181
48.74224,-0.000122081,-8.19E-05,4.66E-05,0.000173803
48.92274,-0.000111223,-0.000103664,6.35E-05,0.000216464
49.10325,-0.000101305,-0.000126617,8.28E-05,0.00025374
49.28376,-9.31E-05,-0.000150365,0.0001027,0.000284663
49.46426,-8.74E-05,-0.000174495,0.000121413,0.000308245
49.64476,-8.45E-05,-0.000198789,0.000136862,0.000324234
49.82527,-8.37E-05,-0.000223331,0.000146701,0.000333536
50.00578,-8.43E-05,-0.000248237,0.000148445,0.000337217
50.18628,-8.54E-05,-0.000273613,0.000139936,0.000336481
50.36678,-8.59E-05,-0.000299514,0.000120615,0.000332841
50.54729,-8.42E-05,-0.000325982,9.03E-05,0.000327956
50.72779,-7.90E-05,-0.000353023,4.90E-05,0.000323486
50.90829,-6.97E-05,-0.000380231,-1.53E-06,0.000320196
51.08879,-5.60E-05,-0.000406944,-5.83E-05,0.000318319
51.26929,-3.77E-05,-0.000432456,-0.000118082,0.000318076
51.44979,-1.53E-05,-0.000455972,-0.000177646,0.00031906
51.63028,9.72E-06,-0.00047658,-0.000233481,0.000319969
51.81077,3.59E-05,-0.000493319,-0.000281917,0.000319365
51.99126,6.15E-05,-0.000505383,-0.0003198,0.000315831
52.17175,8.50E-05,-0.000512613,-0.000346187,0.000308211
52.35223,0.00010454,-0.000514989,-0.000360597,0.00029536
52.53271,0.00011851,-0.000512575,-0.000362781,0.000276216
52.7132,0.000126364,-0.000506127,-0.000354655,0.000250917
52.89369,0.0001282,-0.000496812,-0.00033941,0.000220289
53.07418,0.000124156,-0.000485864,-0.000320428,0.000185229
53.25467,0.000115122,-0.000474449,-0.000301181,0.000147186
53.43517,0.000102975,-0.000463627,-0.000285203,0.000108317
53.61567,8.97E-05,-0.000454501,-0.000276197,7.09E-05
53.79616,7.75E-05,-0.000447885,-0.000277233,3.72E-05
53.97666,6.81E-05,-0.000443575,-0.000289018,8.70E-06
54.15715,6.35E-05,-0.000441154,-0.000311797,-1.31E-05
54.33765,6.54E-05,-0.00044011,-0.000345559,-2.69E-05
54.51814,7.46E-05,-0.000439356,-0.000388167,-3.26E-05
54.69862,9.11E-05,-0.000437477,-0.000436321,-3.08E-05
54.87911,0.000114943,-0.000433004,-0.000486548,-2.23E-05
55.05959,0.000145335,-0.000424902,-0.00053532,-8.17E-06
55.24007,0.000180799,-0.00041268,-0.000579089,9.78E-06
55.42055,0.000219683,-0.000395865,-0.000614143,2.97E-05
55.60104,0.000260311,-0.000374385,-0.000637352,4.98E-05
55.78152,0.000301089,-0.000349374,-0.000647554,6.88E-05
55.96201,0.000340376,-0.000322234,-0.000643924,8.57E-05
56.1425,0.000376556,-0.00029443,-0.000625834,9.91E-05
56.323,0.000408699,-0.000267449,-0.000594335,0.000108982
56.5035,0.000436186,-0.000242829,-0.000551315,0.000115284
56.68401,0.00045839,-0.00022213,-0.000498766,0.000118165
56.86451,0.000474988,-0.000205886,-0.000438781,0.000117917
57.04501,0.000486008,-0.000193451,-0.000373549,0.000115023
57.22551,0.000491503,-0.000184085,-0.000305362,0.000110004
57.40601,0.000491541,-0.000176537,-0.000236199,0.000103297
57.5865,0.000486205,-0.000168253,-0.000167026,9.51E-05
57.76699,0.000475592,-0.000156366,-9.87E-05,8.55E-05
57.94747,0.000459818,-0.000138017,-3.19E-05,7.47E-05
58.12794,0.00043909,-0.000111103,3.33E-05,6.30E-05
58.30841,0.00041366,-7.38E-05,9.72E-05,5.04E-05
58.48888,0.000383806,-2.44E-05,0.00016013,3.73E-05
58.66935,0.000350027,3.74E-05,0.00022253,2.41E-05
58.84982,0.000313063,0.000109545,0.000284822,1.19E-05
59.0303,0.000273697,0.000190291,0.000347474,1.46E-06
59.21078,0.000232731,0.000277031,0.000410924,-6.13E-06
59.39128,0.000190977,0.00036577,0.000475514,-9.90E-06
59.57178,0.000149273,0.000452147,0.00054158,-8.83E-06
59.75229,0.000108403,0.000531857,0.000609465,-2.00E-06
59.93282,6.86E-05,0.000601911,0.000679471,1.06E-05
60.11334,2.99E-05,0.000659792,0.000751893,2.85E-05
60.29387,-7.74E-06,0.000703004,0.000827014,5.14E-05
60.47441,-4.46E-05,0.000731192,0.000904754,7.79E-05
60.65494,-8.14E-05,0.000746103,0.000984675,0.000105992
60.83546,-0.000118904,0.00074965,0.001066301,0.000133571
61.01598,-0.000157552,0.000744366,0.001148669,0.000158502
61.1965,-0.000197499,0.000734086,0.00122973,0.000178879
61.377,-0.000238797,0.000722957,0.001307215,0.000192767
61.5575,-0.000281339,0.000714968,0.001378673,0.000198448
61.73799,-0.000324052,0.000712405,0.001440991,0.00019582
61.91848,-0.000365474,0.000716966,0.001490742,0.000185381
62.09896,-0.000404087,0.00073028,0.001524435,0.000167717
62.27946,-0.000438231,0.000751718,0.001539454,0.000144488
62.45995,-0.000466111,0.0007786,0.001533958,0.000118333
62.64046,-0.000485873,0.000808071,0.001506096,9.20E-05
62.82097,-0.000496175,0.000836769,0.001455226,6.81E-05
63.0015,-0.000496825,0.000860385,0.001383287,4.87E-05
63.18203,-0.000487773,0.000874351,0.001292618,3.59E-05
63.36257,-0.000469238,0.000874362,0.001186012,3.14E-05
63.54312,-0.000442819,0.000858196,0.001068251,3.49E-05
63.72368,-0.000410638,0.000824302,0.000944915,4.53E-05
63.90424,-0.000374886,0.000771252,0.000821732,6.15E-05
64.08479,-0.000337721,0.000700142,0.00070375,8.12E-05
64.26534,-0.000301286,0.00061419,0.000595483,0.000101135
64.44588,-0.000267785,0.000516801,0.000501559,0.000117787
64.62641,-0.000238757,0.00041209,0.000425028,0.000128071
64.80693,-0.000214389,0.000305433,0.000365742,0.000129566
64.98743,-0.000194715,0.000202509,0.000323168,0.000119867
65.16793,-0.000179547,0.000108823,0.000296117,9.70E-05
65.34842,-0.000167633,2.83E-05,0.000280289,6.10E-05
65.52889,-0.000157354,-3.54E-05,0.0002703,1.27E-05
65.70936,-0.000147071,-7.90E-05,0.000260596,-4.68E-05
65.88982,-0.000135565,-0.000101266,0.000245601,-0.000115562
66.07029,-0.000121933,-0.000103174,0.000219679,-0.000190675
66.25076,-0.000105259,-8.56E-05,0.000177043,-0.000269108
66.43122,-8.52E-05,-5.07E-05,0.000113452,-0.000348086
66.61169,-6.23E-05,-2.51E-06,2.76E-05,-0.000425356
66.79218,-3.75E-05,5.47E-05,-8.17E-05,-0.000498656
66.97267,-1.13E-05,0.000116385,-0.000214491,-0.000565984
67.15318,1.54E-05,0.000178096,-0.000367374,-0.000626725
67.33369,4.22E-05,0.000235264,-0.000535608,-0.000680658
67.51421,6.85E-05,0.000283319,-0.000714254,-0.000727591
67.69473,9.48E-05,0.000319266,-0.000897241,-0.000767737
67.87527,0.000122325,0.000341221,-0.001077625,-0.000801608
68.05581,0.0001525,0.000347296,-0.00124826,-0.000829734
68.23634,0.000186763,0.000336871,-0.001402955,-0.000852344
68.41689,0.000226778,0.000311467,-0.001537252,-0.000869147
68.59742,0.000274268,0.000272852,-0.001646756,-0.0008798
68.77795,0.000330475,0.000223148,-0.001727829,-0.000883882
68.95847,0.000394501,0.000165734,-0.001780372,-0.000880671
69.13898,0.000464861,0.000104399,-0.001805238,-0.000869355
69.31948,0.000539842,4.30E-05,-0.001803486,-0.000849166
69.49997,0.000615544,-1.54E-05,-0.001778165,-0.000820066
69.68046,0.000686579,-6.81E-05,-0.001733688,-0.000782509
69.86093,0.000747398,-0.000112382,-0.001674616,-0.000736986
70.0414,0.000792625,-0.000146733,-0.001605337,-0.000684599
70.22189,0.000817222,-0.000171712,-0.001529891,-0.000627398
70.40236,0.000816063,-0.000188031,-0.001452392,-0.000567566
70.58283,0.000784964,-0.00019689,-0.00137644,-0.00050727
70.76332,0.000723677,-0.000201282,-0.001303323,-0.000448426
70.94382,0.000632918,-0.000204697,-0.001233785,-0.000392929
71.12432,0.000513761,-0.000210671,-0.001168438,-0.000342583
71.30483,0.000370718,-0.000222305,-0.001106303,-0.000297773
71.48535,0.00021047,-0.000242464,-0.001045403,-0.000258002
71.66588,3.99E-05,-0.00027405,-0.0009837,-0.000222731
71.84641,-0.000134029,-0.000318474,-0.000919364,-0.000190691
72.02694,-0.000304422,-0.000374995,-0.000850892,-0.000159568
72.20747,-0.000464194,-0.000442686,-0.000776769,-0.000126911
72.38799,-0.000607231,-0.000519927,-0.000696019,-9.04E-05
72.5685,-0.000731212,-0.000602766,-0.000609659,-4.85E-05
72.749,-0.000834633,-0.000686653,-0.000519175,4.18E-07
72.9295,-0.000916276,-0.000766949,-0.0004262,5.76E-05
73.10998,-0.000977928,-0.000839105,-0.000333459,0.000122676
73.29044,-0.001023097,-0.000898575,-0.000244336,0.000194231
73.47089,-0.001055395,-0.000940754,-0.000162278,0.000270794
73.65134,-0.001078187,-0.000962558,-9.00E-05,0.000350199
73.83178,-0.001094486,-0.000962948,-2.93E-05,0.000429366
74.01222,-0.00110735,-0.000941012,1.82E-05,0.000505082
74.19266,-0.001118973,-0.000896674,5.15E-05,0.000574339
74.3731,-0.001128612,-0.000832591,7.24E-05,0.000634966
74.55355,-0.001134906,-0.000752039,8.31E-05,0.000684927
74.73401,-0.001136321,-0.000658455,8.61E-05,0.00072232
74.91447,-0.001130056,-0.000556079,8.49E-05,0.000746736
75.09495,-0.001112609,-0.000449624,8.37E-05,0.000758562
75.27544,-0.001080438,-0.000343888,8.67E-05,0.000758214
75.45593,-0.001031316,-0.000242926,9.70E-05,0.000746512
75.63644,-0.000964661,-0.00014983,0.000116217,0.000724771
75.81695,-0.000879991,-6.77E-05,0.000145855,0.000694367
75.99746,-0.000777859,9.72E-07,0.000186426,0.000656511
76.17797,-0.000661918,5.56E-05,0.000235225,0.000611861
76.35848,-0.000536471,9.59E-05,0.000288898,0.000560984
76.53899,-0.000405968,0.000121822,0.000343884,0.00050444
76.71951,-0.000275376,0.000134452,0.000395525,0.000442637
76.9,-0.00014996,0.000135471,0.000438576,0.000375916
77.0805,-3.50E-05,0.000126611,0.000467744,0.000304653
77.26099,6.59E-05,0.00010976,0.00047937,0.00023003
77.44148,0.000151179,8.70E-05,0.000471684,0.000154142
77.62196,0.000219494,6.04E-05,0.000442992,7.92E-05
77.80244,0.000270443,3.19E-05,0.000393026,7.77E-06
77.98292,0.000306657,2.96E-06,0.000325455,-5.63E-05
78.1634,0.000331329,-2.52E-05,0.00024468,-0.000109003
78.34387,0.0003478,-5.15E-05,0.000155416,-0.00014638
78.52435,0.000360037,-7.56E-05,6.41E-05,-0.000165525
78.70483,0.000372335,-9.77E-05,-2.22E-05,-0.000163965
78.88531,0.000389027,-0.000118034,-9.60E-05,-0.000139288
79.0658,0.000413281,-0.000137476,-0.000151569,-9.15E-05
79.24629,0.000447014,-0.000157452,-0.000184727,-2.30E-05
79.42679,0.000492111,-0.000179472,-0.000191248,6.34E-05
79.60729,0.000549714,-0.000205026,-0.000168503,0.000164017
79.7878,0.00061902,-0.000235506,-0.000117937,0.000272387
79.96832,0.000698903,-0.000272312,-4.17E-05,0.000381574
80.14883,0.00078809,-0.00031668,5.77E-05,0.000484667
80.32935,0.000884479,-0.000368629,0.000175123,0.000575745
80.50987,0.000985602,-0.000427673,0.000304143,0.000649238
80.69039,0.001088947,-0.000493266,0.000438381,0.000699628
80.8709,0.001192028,-0.000563836,0.000571831,0.00072452
81.05141,0.001292394,-0.000636788,0.00069892,0.000724613
81.23192,0.001387555,-0.000709438,0.000814003,0.000700763
81.41241,0.00147509,-0.00077906,0.000912575,0.000655297
81.5929,0.001552806,-0.00084288,0.000992911,0.000593933
81.77339,0.001618509,-0.000898081,0.001053667,0.000522957
81.95387,0.001670027,-0.000942057,0.001093907,0.000448622
82.13435,0.001705469,-0.00097374,0.001115236,0.000376441
82.31483,0.001723031,-0.000992637,0.001120245,0.000311708
82.49531,0.00172091,-0.000998316,0.001111592,0.000259628
82.67579,0.001697712,-0.000991555,0.0010924,0.000222331
82.85628,0.001652416,-0.000974251,0.001066221,0.000199139
83.03677,0.001584009,-0.000948376,0.001036676,0.000189249
83.21726,0.001491785,-0.000915868,0.001006907,0.000190559
83.39777,0.001375713,-0.000878559,0.000978962,0.000198189
83.57827,0.001235861,-0.00083829,0.000954773,0.000206825
83.75878,0.001072437,-0.000796636,0.000936046,0.000211322
83.9393,0.000886423,-0.000753515,0.000923095,0.000207879
84.11981,0.000679078,-0.000708261,0.000915745,0.000193129
84.30032,0.000451743,-0.00066014,0.0009138,0.00016384
84.48083,0.0002067,-0.000607448,0.000916757,0.000119901
84.66135,-5.30E-05,-0.000547641,0.000923853,6.39E-05
84.84185,-0.000324087,-0.000478114,0.000934307,-1.62E-06
85.02235,-0.000602691,-0.000396568,0.000947582,-7.28E-05
85.20285,-0.000883222,-0.000301341,0.000963645,-0.000144179
85.38335,-0.001159862,-0.000190834,0.000982523,-0.000209689
85.56384,-0.001426565,-6.38E-05,0.001004273,-0.000263765
85.74433,-0.001676424,7.90E-05,0.00102913,-0.000302826
85.92484,-0.001902182,0.000236306,0.001057384,-0.000323911
86.10533,-0.002096592,0.000406585,0.001089265,-0.000324219
86.28584,-0.002253932,0.000587296,0.001124049,-0.000303879
86.46635,-0.002369672,0.000774972,0.001160247,-0.000265347
86.64687,-0.002439288,0.000966078,0.001196321,-0.000211188
86.82739,-0.002460497,0.001157053,0.001229877,-0.000144556
87.00792,-0.002435226,0.001344345,0.001256942,-6.97E-05
87.18845,-0.002365895,0.001524358,0.001273324,9.09E-06
87.36899,-0.002255789,0.001693594,0.001274801,8.77E-05
87.54953,-0.002112114,0.001849186,0.001257221,0.000164248
87.73008,-0.001943316,0.001988436,0.001216418,0.00023734
87.91063,-0.001757915,0.002108645,0.001148362,0.000305732
88.09119,-0.001563952,0.002207519,0.001051562,0.000369648
88.27175,-0.001369144,0.00228306,0.000926403,0.000430422
88.45232,-0.001181261,0.002333264,0.000773351,0.000489418
88.63289,-0.001005532,0.002356547,0.000594934,0.000547217
88.81347,-0.000842767,0.002352068,0.000397239,0.000603028
88.99405,-0.000693344,0.002319053,0.000186783,0.000655914
89.17463,-0.000556602,0.00225716,-2.97E-05,0.000704206
89.35521,-0.000427376,0.002167912,-0.000244632,0.000743068
89.53578,-0.000299235,0.00205335,-0.000450245,0.000766746
89.71635,-0.000165725,0.001915696,-0.000638892,0.000769442
89.89691,-2.10E-05,0.001758983,-0.000806294,0.000745525
90.07746,0.000140439,0.001588476,-0.000950453,0.000689462
90.25799,0.000324046,0.001409527,-0.001069443,0.000595714
90.43851,0.000532366,0.001227779,-0.00116408,0.000461812
90.619,0.000763291,0.001049295,-0.00123957,0.000290188
90.79948,0.001014286,0.000880228,-0.001301568,8.37E-05
90.97993,0.001281606,0.000726278,-0.001355874,-0.000152964
91.16038,0.001556835,0.000591182,-0.00140867,-0.00040889
91.34081,0.001830334,0.000478222,-0.001466286,-0.000671329
91.52122,0.002092405,0.000390475,-0.001534689,-0.000927448
91.70164,0.002333687,0.000328465,-0.001615245,-0.001164308
91.88204,0.002544984,0.000291126,-0.001706444,-0.001368868
92.06245,0.002717066,0.000277334,-0.001806661,-0.001528064
92.24286,0.002843289,0.000284918,-0.00191136,-0.001633353
92.42328,0.002920837,0.000310182,-0.00201172,-0.001682849
92.6037,0.002947179,0.00034927,-0.002098496,-0.001675188
92.78413,0.002920953,0.000398248,-0.002162936,-0.001611508
92.96457,0.002845114,0.000453016,-0.002198294,-0.001502153
93.14503,0.002723637,0.000509403,-0.002198232,-0.001359685
93.32549,0.002560667,0.000563242,-0.002157094,-0.001196941
93.50597,0.002361624,0.000610811,-0.002076725,-0.001028299
93.68645,0.002132691,0.000648634,-0.001963407,-0.000869112
93.86695,0.001880125,0.000673218,-0.00182363,-0.0007348
94.04746,0.001609948,0.000681536,-0.00166757,-0.000636243
94.22798,0.001327833,0.00067121,-0.001510413,-0.000577974
94.40851,0.001039481,0.000639892,-0.001367843,-0.000564095
94.58905,0.000750516,0.000585776,-0.001254365,-0.000595874
94.76959,0.000466156,0.000508912,-0.001180103,-0.000664957
94.95014,0.000191564,0.000409746,-0.001154301,-0.000760894
95.13069,-6.81E-05,0.000289018,-0.001185044,-0.000872921
95.31124,-0.00030844,0.000150049,-0.001269311,-0.000988143
95.49178,-0.000525276,-2.44E-06,-0.001398077,-0.001092478
95.67231,-0.000714543,-0.000163631,-0.001562047,-0.001171856
95.85283,-0.000873742,-0.000327873,-0.001746705,-0.001216433
96.03333,-0.001002405,-0.000488418,-0.001930911,-0.001221731
96.21382,-0.0011002,-0.000638409,-0.00209295,-0.001183594
96.3943,-0.001167913,-0.000771827,-0.002212531,-0.001100619
96.57478,-0.001209771,-0.00088532,-0.002274065,-0.00098003
96.75524,-0.001230694,-0.000976034,-0.002262775,-0.00083078
96.9357,-0.001235764,-0.001041693,-0.002165339,-0.000662158
97.11617,-0.001231102,-0.001084938,-0.001981559,-0.000485705
97.29664,-0.001223378,-0.00111088,-0.001717869,-0.000314151
97.47713,-0.001219252,-0.001124741,-0.001381041,-0.000160233
97.65763,-0.001223462,-0.001133439,-0.00098493,-3.33E-05
97.83815,-0.001238471,-0.001145888,-0.000551766,6.15E-05
98.01869,-0.001266624,-0.001171177,-0.000104427,0.000119167
98.19925,-0.001308833,-0.001217042,0.000334837,0.000137076
98.37981,-0.001361894,-0.001287235,0.000746031,0.000119715
98.56039,-0.001421857,-0.00138482,0.001109477,7.28E-05
98.74095,-0.001484646,-0.001511916,0.001406892,2.55E-06
98.92151,-0.001545454,-0.001663421,0.001631411,-8.26E-05
99.10204,-0.001599136,-0.001830901,0.00178146,-0.000172733
99.28255,-0.001640605,-0.002005766,0.001855764,-0.00025825
99.46304,-0.001667185,-0.00217706,0.001860216,-0.000331305
99.64349,-0.001678834,-0.00233128,0.001808552,-0.000386214
99.82391,-0.001675648,-0.002454736,0.001714984,-0.000417382
100.0043,-0.001659007,-0.002535677,0.001594018,-0.00042082
100.1847,-0.001633647,-0.002567496,0.001460807,-0.00039681
100.365,-0.001604874,-0.002544396,0.001330686,-0.000346336
100.5454,-0.001577871,-0.002461875,0.001218099,-0.000270696
100.7258,-0.001556822,-0.002324636,0.001130764,-0.000173351
100.9061,-0.001545504,-0.002141351,0.001073535,-5.87E-05
101.0865,-0.001547574,-0.001920909,0.001051076,6.88E-05
101.267,-0.001563407,-0.001675699,0.001063097,0.000204924
101.4474,-0.001590002,-0.001421737,0.001104229,0.000345507
101.628,-0.00162418,-0.0011753,0.001168838,0.000486423
101.8085,-0.001661642,-0.000951032,0.001250528,0.000623941
101.9891,-0.001695372,-0.000759369,0.001341094,0.000755377
102.1697,-0.001717909,-0.000610156,0.001432019,0.000878188
102.3503,-0.001722139,-0.00051191,0.001515082,0.00098998
102.5309,-0.001703405,-0.000464293,0.001584214,0.001089362
102.7115,-0.001658023,-0.000463428,0.001634185,0.001175345
102.8921,-0.001582485,-0.000505215,0.001659854,0.001246978
103.0727,-0.001477235,-0.000581502,0.001658336,0.001304213
103.2532,-0.001346444,-0.000680321,0.001628897,0.001347855
103.4338,-0.001194451,-0.000789509,0.00157089,0.001378756
103.6143,-0.001026617,-0.000897716,0.00148476,0.001398275
103.7947,-0.000850578,-0.000995451,0.001373395,0.001408905
103.9752,-0.000674305,-0.001073448,0.00124003,0.001413307
104.1556,-0.000505294,-0.001123362,0.001088297,0.001414165
104.336,-0.00034819,-0.001142342,0.000924094,0.001414252
104.5165,-0.000206626,-0.001129522,0.000754148,0.001416376
104.6969,-8.40E-05,-0.001084178,0.000585255,0.001423293
104.8773,1.99E-05,-0.001008154,0.000424993,0.001436622
105.0577,0.00010897,-0.000905558,0.000281635,0.001456983
105.2382,0.000186898,-0.000780592,0.000163497,0.001484958
105.4186,0.000258467,-0.000637173,7.78E-05,0.001520286
105.5991,0.000330346,-0.000478593,2.94E-05,0.001560954
105.7796,0.000409465,-0.000308081,2.28E-05,0.001604729
105.96,0.000502338,-0.000128555,6.17E-05,0.001649243
106.1405,0.000613111,5.88E-05,0.000143526,0.001691471
106.321,0.00074514,0.000253424,0.000263901,0.001728154
106.5014,0.000901587,0.000454687,0.00041812,0.001756057
106.6819,0.001082282,0.000661762,0.000597219,0.001772425
106.8624,0.001284303,0.000873618,0.000788766,0.001774891
107.0428,0.001504628,0.001089207,0.000980193,0.0017611
107.2233,0.001738969,0.001306454,0.001159062,0.001729021
107.4038,0.001980576,0.001521272,0.00131324,0.001677259
107.5843,0.002222398,0.001729333,0.001430598,0.001604487
107.7648,0.002457414,0.001926029,0.001500348,0.001509461
107.9453,0.002678812,0.002105396,0.001518344,0.00139135
108.1259,0.002879833,0.00226103,0.00148246,0.001249446
108.3064,0.003053832,0.002386593,0.001391026,0.001083122
108.487,0.003196122,0.002476961,0.001248781,0.000892855
108.6675,0.003303523,0.002527943,0.001065252,0.000679942
108.8481,0.003372904,0.002535386,0.00085012,0.000445724
109.0287,0.00340277,0.002497152,0.000614385,0.000193017
109.2093,0.003394568,0.002414722,0.000371301,-7.28E-05
109.3899,0.003350057,0.002289962,0.000134366,-0.000346154
